Name,type,price,vintage,alcohol,bottle size,country,region,grapespecies,producer,Text wine
Zorzal Eggo Franco Cabernet Franc,Still Red Wine,£16.39,2018,13.50%,75cl,Argentina,Mendoza,100% Cabernet Franc,Zorzal,"Williams Selyem Vista Verde Vineyard Pinot Noir 2015 - Notes of cranberry, plum, and berry mix with notes of dried flowers, and add a delicacy to this otherwise brooding wine. Sourced from various blocks on chalky limestone hillsides, there is a signature flinty quality both on the nose and in the mouth. The Vista Verde offers a softly textured palate of plum and berry flavors. The acid is seamlessly integrated and provides structure all the way to the delicate, mineral-driven finish.Sold in single bottles"
Zorzal Eggo Filoso Pinot Noir,Still Red Wine,£16.99,2017,12.50%,75cl,Argentina,Mendoza,100% Pinot Noir,Zorzal,"Williams Selyem Sonoma Coast Pinot Noir 2017 - 'This is a triumph of blending, a cuvée that over-delivers on the sum of its parts, imparting a profile of raspberry strudel and juicy Bing cherry. With underpinnings of spicy cardamom, savory tones of forest and tea invite you further into the glass, finishing with a tease of dark chocolate'.Wine EnthusiastSold in single bottles"
"Zorzal Eggo Tinto de Tiza Tupungato, Malbec",Still Red Wine,£16.39,2018,13.50%,75cl,Argentina,Mendoza,100% Malbec,Zorzal,"Williams Selyem Foss Vineyard Pinot Noir 2019 - Deep, rich elements of blackberry and black cherry commingle with hints of lavender, nutmeg, allspice and sandalwood. While plush and round on the palate, the fresh acidity carries on through the mid-palate and gives length to the wine’s chocolaty tannins. Vanilla and baking spices complete the profile of this wonderfully rich wine. Sold in single bottles"
Bodega Norton Altura Pinot Noir,Still Red Wine,£16.09,2020,13%,75cl,Argentina,Mendoza,100% Pinot Noir,Bodega Norton,"Exploration Syrah Cave de Tain Sans Sulfites Collines Rhodaniennes - From Syrah experts Cave de Tain, whose vineyard and winemaking practices easily lend themselves to making a low sulphites wine, comes this IGP Syrah Sans Sulfites."
Bodega Norton Altura Cabernet Franc,Still Red Wine,£16.09,2019,14.50%,75cl,Argentina,Mendoza,100% Cabernet Franc,Bodega Norton,"Ermitage Pic Saint Loup Saint Agnes Blanc - Clear and bright, with straw-yellow hints. On the nose, verbena, elderberry and dried fruits shine through. The palate shows rich notes of verbena, elderberry and white flesh fruits, as well as floral notes. The finish is fresh and aromatic, particularly well suited to shellfish and poultry in a sauce.Sold in cases of six bottles"
Bodega Norton Altura Malbec,Still Red Wine,£16.09,2019,14.50%,75cl,Argentina,Mendoza,100% Malbec,Bodega Norton,"Ermitage Pic Saint Loup Tour de Pierres Rouge - Purple in colour, it has an expressive nose of redcurrant, thyme, rosemary, black pepper and cloves. A mellow wine with aromas of spices and garrigue, it has a flinty finish.Sold in single bottles"
Cadus Chacayes Appellation Malbec,Still Red Wine,£13.99,2018,14.50%,75cl,Argentina,Mendoza,100% Malbec,Cadus,BEST UK PRICE GUARANTEED!
Cadus Tupungato Appellation Uco Valley Cabernet Sauvignon,Still Red Wine,£13.99,2018,15.50%,75cl,Argentina,Mendoza,100% Cabernet Sauvignon,Cadus,Domaine Lafage Cadireta Chardonnay - Scents of acacia to complement those of musky sweet peony as well as intimations of the apple and wine. Made from Chardonnay wine aged on Viognier lees.Sold in cases of six bottles
Tomero Malbec Bodega Vistalba,Still Red Wine,£11.99,2020,13.50%,75cl,Argentina,Mendoza,100% Malbec,Tomero,"Domaine of the Bee Domaine of the Bee - A delightful wine. The flavour is vibrant, but smooth and round at the same time. There is a distinct freshness that cuts through the generous fruit. The finish is intense, and long-lasting.Sold in single bottles"
Miolo Family Vineyards Chardonnay,Still White Wine,£14.79,13%,,zil,Fronteira,100% Chardonnay,er: Miolo,,"Miolo Family Vineyards Chardonnay - This single varietal wine is selected from Miolo’s premium ‘Family’ vineyards and fermented in 20% new American oak. Intense yellow gold in colour, the nose is a delicate harmony between fruit and oak. The palate is rich and supple with a crisp acidity and long finish.Sold in cases of six bottles"
Nieto Senetiner Bonarda,Still Red Wine,£9.89,2018,13%,75cl,Argentina,Lujan De Cuyo,100% Bonarda,Nieto Senetiner,"Vega Del Rayo Rioja Vendimia Seleccionada - This is definitely our biggest selling Spanish wine. Classic in style, it is a delicious modern Rioja with deep colour and ripe plum and cherry fruit aromas. Richly flavoured and substantial with fruit dominant and a smoky, spicy dimension from six months in oak."
Nieto Senetiner Malbec,Still Red Wine,£8.79,2021,14.50%,75cl,Argentina,Mendoza,100% Malbec,Nieto Senetiner,"Le Versant Syrah - Deep red colour with dark purple tints. The complex nose combines hints of red fruit, peony, white pepper and juniper berry flavours. Full and fresh on the palate, with aromas of citrus peel and liquorice, smooth tannins and a cocoa finish.Sold in cases of six bottles"
Norton Lote A-1 Single Vineyard Malbec,Still Red Wine,£32.99,2019,15%,75cl,Argentina,Mendoza,100% Malbec,Bodega Norton,"Williams Selyem Westside Road Neighbors Pinot Noir  - This Westside Road Neighbors sings with brilliant red fruit notes of red raspberry and cranberry jumping from the glass. The signature pencil lead and mineral-like complexion are very forward, owing to the rocky, gravelly soils on the hillsides of Westside Road."
Norton Lote L-1 Single Vineyard Malbec Lunlunta,Still Red Wine,£32.99,2018,15%,75cl,Argentina,Mendoza,100% Malbec,Bodega Norton,"San Felice Chianti Classico - This Chianti Classico is wonderfully fresh and vibrant with succulent red cherry fruit balanced by firm acidity and tannin. This brilliant vintage is a real pure and approachable expression of the Sangiovese grape. Soft as velvet and medium bodied, it will make great drinking with a wide variety of foods.Sold in cases of six bottles"
Norton Lote LC-1 Single Vineyard Malbec La Colonia,Still Red Wine,£32.99,2018,15%,75cl,Argentina,Mendoza,100% Malbec,Bodega Norton,San Silvestro Piemonte Barbera Ottone 1 - Cherries and raspberries on the nose. Soft but with structure and finesse. A very approachable style of Barbera with excellent ripe fruit.Sold in single bottles
Norton Lote Negro Malbec Cabernet Franc,Still Red Wine,£22.99,2018,14.50%,75cl,Argentina,Mendoza,Malbec Cabernet Franc,Bodega Norton,"Rioja Reserva Vega Del Rayo - An intense wine classically crafted. It has a nose of plums and wild blackberry with hints of citrus fruits and raisins. The sweet vanilla and brown spices from ageing in wood, are well balanced.Sold in cases of six bottles"
Norton Winemaker's Reserve Cabernet Sauvignon,Still Red Wine,£13.99,2019,14%,75cl,Argentina,Mendoza,100% Cabernet Sauvignon,Bodega Norton,"Vietti Barbera d'Alba Tre Vigne - Ripe red cherry and vanilla aromas. Hints of violets, a bright acidity, soft tannins and good integration of oak. A lovely lingering cherry finish.Sold in cases of six bottles"
Norton Winemakers Reserve Malbec,Still Red Wine,£13.99,2019,14.50%,75cl,Argentina,Mendoza,100% Malbec,Bodega Norton,"Vietti Barbaresco Masseria - Garnet ruby colour, slight garnet hue, with intense aromas of ripe bing cherries with intricate complexities of minerals, tea leaves and rose petals. With firm, ripe tannins, crisp acidity and feminine and round structure, this Barberesco shows incredible finesse with excellent balance, integration and a long, lingering finish.Sold in cases of six bottles"
Pablo Y Walter Malbec,Still Red Wine,£8.39,2020,14.50%,75cl,Argentina,Mendoza,100% Malbec,Bressia,Sebastiani Pinot Noir Central Coast - A rich and fruity Pinot Noir blend from prime vineyards on the Central Coast.
Nieto Don Nicanor Malbec,Still Red Wine,£11.89,2020,15.50%,75cl,Argentina,Mendoza,100% Malbec,Nieto Senetiner,"Sancerre Domaine de la Chezatte - This wine has a bright and refreshing style and is fresh and crisp. There are plentiful aromas of lemon, apple and lime fruit flavours and a mineral note that comes from the limestone soils of the vineyard.Sold in cases of six bottles"
Nicolas Catena Zapata,Still Red Wine,£72.99,2015,14.50%,75cl,Argentina,Mendoza,100% Malbec,Catena,"Rive Barbera d'Asti - Vibrant aromas of black cherries and prunes with chocolate and toasty oak undertones and a touch of mint. What a wine! The palate shows redcurrants, black cherries and a touch of spice all balanced by acidity and fine oak tannins.The Barbera fruit is cultivated in the Rive (Piemontese for 'very steep') and the Baldizzone vineyards. It is aged for 18 months in oak and then left to develop in bottle for 6 months before being released.Great with mature hard cheeses, pepperoni pizza, gnocchi with pesto and sun-dried tomatoes, smoked gammon with onion mash.Sold in cases of six bottles"
Catena Appellation Cabernet Franc,Still Red Wine,£14.49,2018,13.50%,75cl,Argentina,Mendoza,100% Cabernet Franc,Nicolas Catena,"Reserve Personnelle, Macon Villages - A typically creamy Burgundian Chardonnay that is upfront and full. With a hint of buttery shortbread and a bit of hazelnut on the mid palate, this wines oozes with elegance, finesse and style. It’s a complex wine with layers of textured characters sweeping over your senses. This unoaked white Burgundy has great depth and length.Sold in cases of six bottles"
Finca Perdriel Malbec Norton,Still Red Wine,£13.89,2019,14.50%,75cl,Argentina,Mendoza,100% Malbec,Bodega Norton,La Serre Merlot Vin de Pays d'Oc - An incredibly juicy and easy going Merlot with flavours of plum and blackberry that is easy to enjoy.Sold in cases of six bottles
Finca Perdriel Merlot Norton,Still Red Wine,£13.69,2019,14%,75cl,Argentina,Mendoza,100% Merlot,Bodega Norton,"Jim Barry The Lodge Hill Shiraz - This wine is a deep red with a bright magenta hue. Vibrant aromatics of red and black berry fruits, a lift of violet florals, clove spice and mixed garden herbs. The palate is dominated by a lively burst of berry fruits, which are well framed by fine, powdery tannins. Juicy plum and blackberry flavours persist through the finish, with sweet spice to close.Sold in single bottles"
Hey Malbec Matias Riccitelli,Still Red Wine,£13.89,2020,14.50%,75cl,Argentina,Mendoza,100% Malbec,Matias Riccitelli,"La Prade Merlot - A smooth, spicy Merlot with aromas of plums, berries and tobacco. The palate is medium full and packed with both fruit and savoury flavours.Sold in single bottles"
Gernot Langes Bodega Norton,Still Red Wine,£63.99,2017,14.50%,75cl,Argentina,Mendoza,"Malbec, Cabernet, Cabernet Franc",Bodega Norton,"Les Volets Pinot Noir -  Rich, savoury and luscious."
Lo Tengo Malbec Bodega Norton,Still Red Wine,£10.29,2021,13.50%,75cl,Argentina,Mendoza,100% Malbec,Bodega Norton,"Tournee du Sud Pinot Noir - At a fraction of the price of Burgundy, this is a stylish, youthful and becoming Pinot, medium bodied, full of berry and cherry flavours, elegant and graceful and moreish.Sold in cases of six bottles"
Masi Tupungato Passo Doble Malbec Corvina,Still Red Wine,£12.99,2019,13.50%,75cl,Argentina,Mendoza,"65% Malbec, 30% Corvina, 5% Merlot",Masi Tupungato,"Tournee du Sud Malbec - Sourced from further north than most of the Tournee du Sud wines, this Malbec is a sturdy and powerfully scented wine distinctively rich spice and plum flavours and can definitely give Argentina a run for its money!Sold in cases of six bottles"
Ponte Miliano Trebbiano,Still White Wine,£7.39,11.50%,,ly,Emilia Romagna,100% Trebbiano,er: Ponte Miliano,,"Ponte Miliano Trebbiano - Light and fresh with aromatic apple and peach notes on the nose and a dry, fresh palate that has an easy drinking style and plenty of pear, citrus and apple fruit flavours.Sold in cases of 12 bottles"
Matias Riccitelli Cabernet Franc Vineyard Selection,Still Red Wine,£26.99,2018,14.50%,75cl,Argentina,Mendoza,100% Cabernet Franc,Matias Riccitelli,"Terres d'Azur Merlot - This Vin de Pays wine is a juicy fresh red thats easy drinking and brilliant value. Rich berry and plum aromas with hints of spice and chocolate lead on to a soft, smooth palate with generous fruit and smoky notes.Sold in single bottles"
Matias Riccitelli Vineyard Selection Malbec,Still Red Wine,£26.79,2018,15%,75cl,Argentina,Mendoza,100% Malbec,Matias Riccitelli,Terre du Soleil Merlot - Notes of tobacco and chocolate with plummy fruit in a smooth and quaffable style.Sold in cases of six bottles
Pasionado Cabernet Franc Andeluna,Still Red Wine,£31.59,2019,15.50%,75cl,Argentina,Mendoza,100% Cabernet Franc,Andeluna Cellars,"Barbaresco Martinenga Marchesi Di Gresy - One of Italy's greatest wines, Barbaresco Martinenga."
Pasionado Malbec Andeluna,Still Red Wine,£31.99,2018,15%,75cl,Argentina,Mendoza,100% Malbec,Andeluna Cellars,"Barbaresco Corsini, Araldica - Barbaresco like its brother Barolo is made from the Nebbiolo grape variety. Here, at an amazingly good price for Barbaresco, comes a wine packed with vibrant aromas of black cherries, violets and game. The palate also has rich flavours of fruit, truffle and game along with typical ripe Nebbiolo tannins.Sold in cases of six bottles"
Paula Malbec Dona Paula,Still Red Wine,£9.49,2020,13.50%,75cl,Argentina,Mendoza,100% Malbec,Dona Paula,"Araldica Piemonte Barbera - Ruby-red in colour with purple hues, aromas of ripe raspberries and plums on the nose; this is a medium-bodied wine with soft tannins, an abundance of tangy red cherry and plum fruits laced with a savoury spiciness."
The Apple Doesn't Fall Far From The Tree Malbec,Still Red Wine,£17.89,2020,14.50%,75cl,Argentina,Mendoza,100% Malbec,Matias Riccitelli,"Antinori Prunotto Barbaresco - A deep, complex nose with hints of liquorice, roses and blackberry. On the palate, full and velvety with a long, elegant finish.Sold in single bottles"
Turno de Noche Malbec,Still Red Wine,£8.69,2021,14%,75cl,Argentina,Mendoza,100% Malbec,Boutinot Argentina,"Bonacchi Chianti Riserva - A traditional Chianti showing aromas of cherry fruit, with hints of leather and coffee. The palate is dry and velvety, with intense cherry flavours enveloped with notes of liquorice leading to a long, harmonious finish.Sold in single bottles"
VistaFlor Sangiovese Malbec,Still Red Wine,£9.49,2021,13.50%,75cl,Argentina,Mendoza,50% Sangiovese/50% Malbec,Bodega Norton,"Bonacchi Chianti Classico - This wine has an intense and enfolding bouquet and a warm, full and aromatic flavour of ripe cherries with coffee hints.Sold in single bottles"
Vistalba Corte A,Still Red Wine,£30.99,2017,15%,75cl,Argentina,Mendoza,"79% Malbec, 15% Bonarda and 6% Cabernet Sauvignon",Bodega Vistalba,"Antinori Santa Cristina Chianti Superiore - A classic Chianti, offering aromas of red berry fruit, with vanilla and floral hints of violets. Flavoursome, medium bodied palate, fresh in structure and with a delicious balance of fruit and savoury notes. Typical spicy sensations from the oak on the back palate.Sold in single bottles"
